"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","TD","Sl_no"
"15342",27,"admin.","married","university.degree","no","no","no","cellular","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no",15342
"30144",26,"admin.","single","university.degree","no","yes","no","cellular","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes",30144
"40194",49,"technician","divorced","professional.course","no","yes","no","cellular","jul","mon",3,15,1,"success",-1.7,94.215,-40.3,0.87,4991.6,"yes",40194
"16976",41,"blue-collar","married","high.school","no","yes","yes","cellular","jul","thu",6,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",16976
"9010",37,"blue-collar","married","basic.9y","no","unknown","unknown","telephone","jun","thu",4,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no",9010
"5318",49,"services","married","high.school","unknown","yes","yes","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",5318
"19827",57,"technician","married","high.school","unknown","no","no","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"yes",19827
"35037",32,"entrepreneur","married","university.degree","no","unknown","unknown","cellular","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"yes",35037
"4673",45,"admin.","single","professional.course","no","yes","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"yes",4673
"39718",28,"student","single","university.degree","no","unknown","unknown","cellular","may","fri",2,999,0,"nonexistent",-1.8,93.876,-40,0.695,5008.7,"yes",39718
"37611",25,"admin.","single","university.degree","no","yes","no","cellular","aug","mon",1,6,1,"success",-2.9,92.201,-31.4,0.861,5076.2,"yes",37611
"12809",26,"admin.","married","high.school","no","no","no","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",12809
"40699",29,"technician","single","professional.course","no","yes","no","cellular","sep","mon",7,3,5,"success",-1.1,94.199,-37.5,0.879,4963.6,"no",40699
"404",43,"unemployed","married","university.degree","unknown","yes","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",404
"39482",45,"management","married","unknown","no","yes","no","cellular","apr","tue",3,7,1,"success",-1.8,93.749,-34.6,0.642,5008.7,"yes",39482
"34417",44,"services","married","high.school","no","no","no","telephone","may","thu",1,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,"no",34417
"38247",77,"retired","married","university.degree","no","no","yes","cellular","oct","mon",1,999,0,"nonexistent",-3.4,92.431,-26.9,0.743,5017.5,"yes",38247
"30231",35,"technician","married","professional.course","no","no","no","cellular","apr","thu",2,5,1,"success",-1.8,93.075,-47.1,1.365,5099.1,"yes",30231
"39511",46,"admin.","married","high.school","no","no","no","cellular","apr","mon",3,999,0,"nonexistent",-1.8,93.749,-34.6,0.645,5008.7,"yes",39511
"4653",42,"admin.","single","university.degree","no","yes","yes","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"yes",4653
"40316",37,"admin.","married","university.degree","no","yes","no","cellular","jul","fri",5,4,2,"success",-1.7,94.215,-40.3,0.896,4991.6,"yes",40316
"30062",27,"student","single","university.degree","no","no","no","telephone","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.406,5099.1,"no",30062
"35098",33,"blue-collar","married","professional.course","no","yes","no","cellular","may","fri",1,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,"yes",35098
"20732",60,"retired","married","basic.9y","unknown","no","no","cellular","aug","wed",3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"yes",20732
"27083",34,"admin.","married","university.degree","no","no","no","cellular","nov","fri",1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"yes",27083
"1047",51,"blue-collar","married","basic.4y","unknown","yes","no","telephone","may","wed",6,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",1047
"36805",35,"entrepreneur","divorced","university.degree","no","yes","no","telephone","jun","mon",6,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"yes",36805
"39441",35,"admin.","married","university.degree","no","yes","no","cellular","apr","mon",1,999,0,"nonexistent",-1.8,93.749,-34.6,0.642,5008.7,"yes",39441
"20278",29,"admin.","single","university.degree","no","yes","no","cellular","aug","mon",5,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no",20278
"19846",35,"housemaid","married","university.degree","unknown","no","yes","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no",19846
"36063",22,"student","single","high.school","no","yes","yes","cellular","may","tue",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"yes",36063
"36953",50,"admin.","married","university.degree","no","no","no","cellular","jul","thu",1,999,0,"nonexistent",-2.9,92.469,-33.6,1.072,5076.2,"yes",36953
"36130",31,"blue-collar","married","basic.4y","no","no","no","cellular","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.27,5099.1,"yes",36130
"39358",27,"self-employed","single","university.degree","no","no","no","cellular","mar","fri",1,999,0,"nonexistent",-1.8,93.369,-34.8,0.636,5008.7,"yes",39358
"17071",27,"admin.","married","university.degree","no","no","yes","cellular","jul","fri",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes",17071
"38798",60,"unemployed","married","basic.4y","no","no","no","cellular","nov","thu",2,6,1,"success",-3.4,92.649,-30.1,0.714,5017.5,"yes",38798
"12375",51,"retired","married","basic.9y","unknown","yes","no","cellular","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,4.959,5228.1,"no",12375
"17973",30,"blue-collar","single","high.school","no","yes","no","cellular","jul","tue",6,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",17973
"32352",33,"blue-collar","married","basic.9y","no","yes","no","cellular","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"yes",32352
"27469",29,"technician","single","professional.course","no","yes","no","cellular","nov","fri",2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"yes",27469
"10540",53,"blue-collar","married","basic.4y","unknown","no","no","telephone","jun","tue",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no",10540
"8756",36,"blue-collar","married","unknown","no","no","no","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no",8756
"13689",30,"admin.","single","basic.9y","no","yes","no","telephone","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no",13689
"36811",27,"services","single","university.degree","no","yes","no","cellular","jun","mon",2,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"no",36811
"39486",57,"housemaid","married","basic.4y","no","yes","no","telephone","apr","wed",3,999,1,"failure",-1.8,93.749,-34.6,0.642,5008.7,"yes",39486
"20687",32,"technician","married","professional.course","no","yes","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no",20687
"8771",31,"services","single","professional.course","no","no","no","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no",8771
"40515",33,"student","married","professional.course","no","yes","no","cellular","aug","mon",3,3,4,"success",-1.7,94.027,-38.3,0.896,4991.6,"yes",40515
"38688",56,"technician","divorced","university.degree","no","no","no","cellular","nov","fri",2,3,1,"success",-3.4,92.649,-30.1,0.716,5017.5,"yes",38688
"37050",45,"admin.","married","university.degree","no","no","no","cellular","jul","wed",1,13,1,"success",-2.9,92.469,-33.6,1.029,5076.2,"no",37050
"9005",46,"management","married","basic.6y","unknown","no","no","telephone","jun","thu",2,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no",9005
"10339",41,"unknown","single","unknown","unknown","no","no","telephone","jun","mon",6,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no",10339
"21148",48,"blue-collar","married","unknown","no","no","no","cellular","aug","mon",3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"yes",21148
"3819",51,"retired","married","university.degree","no","yes","yes","telephone","may","fri",3,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no",3819
"28520",69,"retired","divorced","university.degree","no","yes","no","cellular","apr","tue",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.423,5099.1,"yes",28520
"41028",37,"services","married","high.school","no","yes","yes","cellular","oct","fri",2,12,2,"failure",-1.1,94.601,-49.5,1.029,4963.6,"yes",41028
"27152",40,"management","married","university.degree","no","yes","yes","cellular","nov","fri",1,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"yes",27152
"27783",31,"blue-collar","single","high.school","no","yes","no","cellular","mar","tue",1,999,0,"nonexistent",-1.8,92.843,-50,1.687,5099.1,"yes",27783
"34956",34,"technician","divorced","professional.course","no","no","no","cellular","may","fri",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no",34956
"15031",40,"services","married","basic.9y","no","no","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no",15031
"16392",31,"admin.","single","high.school","no","yes","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes",16392
"20020",29,"admin.","married","university.degree","no","no","yes","cellular","aug","fri",5,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no",20020
"26983",45,"technician","divorced","university.degree","no","yes","no","cellular","nov","thu",4,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no",26983
"31095",33,"blue-collar","married","basic.6y","no","no","no","cellular","may","wed",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no",31095
"26534",30,"services","married","high.school","no","yes","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",26534
"23523",37,"technician","single","university.degree","no","yes","no","cellular","aug","thu",2,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no",23523
"27953",32,"admin.","single","university.degree","no","yes","no","cellular","mar","mon",8,999,0,"nonexistent",-1.8,92.843,-50,1.52,5099.1,"yes",27953
"37861",26,"student","single","high.school","no","yes","no","cellular","aug","fri",2,6,2,"failure",-2.9,92.201,-31.4,0.825,5076.2,"yes",37861
"17564",53,"management","divorced","high.school","no","no","no","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",17564
"38686",54,"admin.","married","university.degree","no","yes","no","cellular","nov","fri",2,999,0,"nonexistent",-3.4,92.649,-30.1,0.716,5017.5,"yes",38686
"40248",63,"admin.","married","university.degree","no","yes","no","cellular","jul","fri",2,999,0,"nonexistent",-1.7,94.215,-40.3,0.885,4991.6,"yes",40248
"37640",67,"retired","married","basic.6y","no","no","no","cellular","aug","tue",2,999,0,"nonexistent",-2.9,92.201,-31.4,0.859,5076.2,"yes",37640
"16445",26,"admin.","single","high.school","no","no","yes","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no",16445
"29069",27,"admin.","single","university.degree","no","yes","no","cellular","apr","fri",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes",29069
"37610",25,"admin.","single","university.degree","no","no","no","cellular","aug","mon",1,999,0,"nonexistent",-2.9,92.201,-31.4,0.861,5076.2,"yes",37610
"26885",38,"admin.","divorced","university.degree","no","yes","no","cellular","nov","thu",3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"yes",26885
"36763",25,"unemployed","married","university.degree","no","no","no","cellular","jun","tue",2,999,0,"nonexistent",-2.9,92.963,-40.8,1.286,5076.2,"yes",36763
"38330",25,"admin.","single","university.degree","no","unknown","unknown","cellular","oct","fri",2,999,0,"nonexistent",-3.4,92.431,-26.9,0.739,5017.5,"no",38330
"37463",36,"unemployed","married","university.degree","no","no","no","cellular","aug","thu",1,999,0,"nonexistent",-2.9,92.201,-31.4,0.873,5076.2,"yes",37463
"26487",38,"self-employed","married","professional.course","no","no","no","cellular","nov","thu",1,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no",26487
"20321",32,"admin.","divorced","university.degree","no","yes","no","cellular","aug","mon",3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"yes",20321
"39356",34,"blue-collar","single","unknown","no","yes","no","cellular","mar","fri",1,999,1,"failure",-1.8,93.369,-34.8,0.636,5008.7,"yes",39356
"39961",32,"blue-collar","single","high.school","no","no","no","cellular","jun","mon",1,2,2,"success",-1.7,94.055,-39.8,0.754,4991.6,"yes",39961
"3795",48,"technician","single","university.degree","unknown","yes","no","telephone","may","fri",5,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no",3795
"16970",28,"admin.","married","high.school","no","yes","no","cellular","jul","thu",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",16970
"12574",31,"admin.","married","university.degree","no","yes","no","cellular","jul","mon",1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no",12574
"36106",23,"student","single","basic.6y","no","yes","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no",36106
"12810",25,"technician","single","university.degree","no","no","no","cellular","jul","tue",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes",12810
"15305",41,"blue-collar","married","basic.4y","no","yes","no","cellular","jul","fri",3,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no",15305
"11245",38,"admin.","married","high.school","no","yes","yes","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"yes",11245
"36619",35,"admin.","married","university.degree","no","no","no","cellular","jun","thu",4,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"yes",36619
"40817",30,"technician","single","university.degree","no","yes","no","cellular","sep","fri",2,15,4,"failure",-1.1,94.199,-37.5,0.879,4963.6,"yes",40817
"37576",35,"admin.","married","university.degree","no","no","no","cellular","aug","fri",1,999,0,"nonexistent",-2.9,92.201,-31.4,0.869,5076.2,"yes",37576
"25529",35,"admin.","married","university.degree","no","yes","no","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"yes",25529
"29123",44,"admin.","married","university.degree","no","yes","yes","cellular","apr","fri",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no",29123
"24417",39,"management","married","university.degree","no","no","no","cellular","nov","mon",1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no",24417
"2450",45,"technician","married","university.degree","no","yes","yes","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"yes",2450
"15604",28,"blue-collar","married","basic.9y","no","no","yes","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no",15604
"17648",49,"technician","married","university.degree","no","no","no","cellular","jul","mon",15,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",17648
"26680",56,"retired","married","basic.4y","no","yes","yes","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",26680
"38484",55,"unemployed","married","basic.9y","no","no","no","cellular","oct","tue",1,999,0,"nonexistent",-3.4,92.431,-26.9,0.728,5017.5,"yes",38484
"30409",60,"unemployed","married","high.school","no","yes","no","cellular","apr","thu",2,2,1,"success",-1.8,93.075,-47.1,1.365,5099.1,"yes",30409
"32039",29,"services","married","professional.course","no","no","no","cellular","may","thu",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no",32039
"14119",56,"unknown","single","basic.9y","no","no","yes","cellular","jul","mon",8,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",14119
"899",32,"management","married","basic.6y","no","no","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",899
"22787",57,"self-employed","married","university.degree","unknown","yes","no","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"yes",22787
"7279",54,"blue-collar","married","university.degree","no","no","yes","telephone","may","thu",4,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no",7279
"8688",36,"entrepreneur","married","university.degree","no","yes","yes","telephone","jun","wed",1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no",8688
"21744",58,"blue-collar","married","basic.6y","no","yes","no","cellular","aug","tue",3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no",21744
"39168",52,"services","married","high.school","unknown","yes","no","cellular","mar","thu",2,11,3,"failure",-1.8,93.369,-34.8,0.654,5008.7,"yes",39168
"14221",23,"admin.","married","basic.9y","no","yes","no","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes",14221
"2440",48,"management","married","university.degree","unknown","yes","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",2440
"40590",47,"management","married","university.degree","no","no","no","cellular","sep","thu",1,17,2,"success",-1.1,94.199,-37.5,0.884,4963.6,"yes",40590
"7572",29,"technician","married","professional.course","no","no","no","telephone","may","fri",3,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"yes",7572
"8916",44,"blue-collar","married","basic.4y","no","unknown","unknown","telephone","jun","thu",3,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no",8916
"24948",44,"management","married","basic.9y","no","no","no","cellular","nov","tue",2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no",24948
"40732",19,"student","single","basic.4y","no","yes","no","cellular","sep","wed",2,6,3,"success",-1.1,94.199,-37.5,0.876,4963.6,"yes",40732
